#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
KT454972	53.746
KT221034	60.934
KP790011	43.505
KP790010	76.276
KP790009	75.167
KP790008	75.987
AB916497	41.941
KT321316	62.22
LN878149	41.62
KR537872	42.887
KR537871	42.593
KM873719	47.142
KP137439	52.049
KP137437	52.139
KP137433	50.078
KP137440	33.755
KP137438	34.926
KP137436	36.745
KP137435	48.594
KP137434	35.764
KP137432	34.565
KP054477	106.071
KP027015	31.703
KR011064	76.268
KR011063	76.269
KR011062	76.964
JQ309827	17.972
KP696448	80.798
KP696447	80.148
KR604693	45.633
KT321314	39.133
KP994596	43.19
KM434186	84.583
KM434185	43.047
KM434184	68.871
HG798901	32
KM360178	42.351
KT353109	149.732
KT221033	43.15
KT239446	166.313
KP202972	35.644
KF148616	132.667
JX569801	133.572
KF582788	169.148
KR063280	83.324
KR063279	77.779
KR063281	103.424
KR063278	73.419
KR053201	67.617
KR053199	45.537
KR053197	17.727
KR053200	56.982
KR053198	17.562
KR052482	206.713
KR052481	188.047
KR052480	188.427
AB716666	43.871
LC066596	7.273
KT186243	44.222
KT176190	170.527
KM236239	87.999
HG934470	42.764
HG934469	42.093
HE775250	42.391
KP774835	47.636
KP893290	43.228
KP893289	42.881
KP719134	60.747
KP719133	59.802
KP719132	60.754
HM588722	30.651
KR262148	49.037
KR869820	177.688
KT266805	63.513
KT222940	53.746
KT184661	41.449
KR908644	141.028
KR902361	139.75
KR816341	34.997
KR149290	41.805
KP144388	141.298
KJ452292	43.098
KJ452291	41.931
KR560069	159.514
KR781488	62.851
KR534323	131.903
LC064302	73.42
KJ000058	159.914
LN610590	37.238
LN610589	66.181
LN610588	66.326
LN610587	93.308
LN610586	93.053
LN610585	57.745
LN610584	58.139
LN610583	85.783
LN610580	42.75
LN610579	66.299
LN610578	45.808
LN610577	56.537
LN610575	93.503
LN610574	43.639
LN610572	93.848
KM092515	86.252
AB971354	4.217
KJ477686	165.66
KJ477685	166.816
KJ477684	168.922
AB910393	64.113
AB910392	62.774
AB853331	132.123
AB853330	139.738
KC595518	45.798
KC595517	45.552
KC595516	58.573
KC595515	54.312
KC595514	54.312
AB731695	26.449
AB647160	26.215
AB609718	142.072
KJ133707	41.142
KJ133706	41.143
KJ133705	41.142
KJ133704	41.142
KJ133703	41.143
KJ133702	41.143
KJ133701	41.142
KJ133700	41.142
KJ133699	41.143
KJ133698	41.143
KJ133697	41.142
KJ133696	41.142
KJ133695	41.143
KJ133694	41.143
KJ133693	41.143
KJ133692	41.142
KJ133691	41.142
KJ133690	41.143
KJ133689	41.143
KJ133688	41.143
HG796220	41.882
AP014684	48.666
KR014248	87.372
KP296796	43.724
KP296795	41.152
KP296794	37.971
KP296793	37.99
KP296792	44.952
KP296791	37.246
KM190144	120.938
KJ909655	61.137
KR091952	40.525
KF831354	43.748
KF356198	41.75
AB897757	346.602
KP890823	161.989
KP890822	44.573
KM589516	5.001
KM589515	4.623
KM589514	4.453
KM589513	4.199
KM589512	4.424
KM589511	4.631
KM589510	4.686
KM589509	4.654
KM589508	4.624
KM589507	4.451
KM589506	4.552
KM589505	4.949
KM589504	4.366
KM589503	4.671
KM589502	4.656
KM589501	4.501
KM589500	4.815
KM589499	4.451
KM589498	4.609
KP797973	157.498
KR149291	41.698
KR073661	29.237
KR073660	32.675
KR153873	38.084
KP972569	6.722
KP972568	6.722
KM677185	130.008
KC311669	31.185
KP869113	92.632
KP869112	131.952
KP869111	162.417
KP869110	88.632
KP869109	88.771
KP869108	39.234
KP869107	43.991
KP869106	88.998
KP869105	167.747
KP869104	160.57
KP869103	137.973
KP869102	141.707
KP869101	168.733
KP869100	88.531
KJ410740	79.178
KF977490	56.024
KR131710	39.921
KJ578792	29.442
KJ578791	29.323
KJ578790	29.806
KJ578789	29.264
KJ578788	29.428
KJ578787	29.327
KJ578786	29.264
KJ578785	29.247
KJ578784	29.511
KJ578783	29.511
KJ578782	29.438
KJ578781	29.494
KJ578780	29.003
KJ578779	29.422
KJ578778	29.255
KJ578777	29.396
KJ578776	29.394
KJ578775	29.464
KJ578774	29.751
KJ578773	29.261
KJ578772	29.454
KJ578771	29.491
KJ578770	29.491
KJ578769	29.491
KJ578768	29.491
KJ578767	29.421
KJ578766	29.386
KJ578765	29.377
KJ578764	29.407
KJ578763	29.424
KJ578762	29.264
KJ578761	29.412
KJ578760	29.423
KJ578759	29.496
KJ578758	29.503
KP687432	140.906
KP687431	140.218
KP399678	40.759
KP399677	38.392
HF937074	17.602
KP313531	38.625
KP791807	39.142
KP791806	31.522
KP791805	36.051
KP792622	32.894
KP027447	140.961
KP027446	142.348
KP308307	77.266
KF835987	170.286
KP735928	41.843
KP861231	44.866
KP861229	44.846
KM262191	28.921
KM262192	28.527
HG796219	42.492
HE858210	179.836
FR775895	148.612
KP209285	40.365
CP004084	5.386
KP708986	43.595
KP708985	43.809
JX403940	45.364
KP703175	38.465
KP010268	37.146
KM236244	123.475
KM236248	40.214
KM236247	39.639
KJ617393	19.347
KP087951	5.256
KP087937	4.634
KP087938	4.426
KP087939	4.265
KP087940	4.355
KP087941	4.331
KP087942	4.445
KP087943	6.172
KP087944	4.514
KP087945	4.314
KP087946	4.406
KP087947	5.713
KP087948	4.817
KP087949	4.18
KP087950	6.438
KP087952	5.31
KP087953	4.342
KP087954	4.7
KP087955	4.507
KP087956	4.79
KP087957	6.083
KP658157	49.462
LN681542	52.261
LN681541	44.461
LN681540	33.274
LN681539	49.316
LN681538	32.846
LN681536	41.507
LN681535	41.56
LN681534	44.129
HF543949	44.03
KP063118	58.546
KJ010548	151.419
KJ010547	151.417
KM067278	43.227
AP014715	177.215
AP014714	177.643
KM058087	42.205
HE978309	163.424
KM370384	44.366
KP280063	116.138
KP280062	66.708
KP202158	162.101
KM607004	168.401
KM607003	168.966
KM607002	168.896
KM607001	166.007
KM607000	165.179
KM606999	168.401
KM606998	168.395
KM606997	168.395
KM606996	168.394
KM606995	168.394
KM606994	168.402
JQ067085	36.57
KM236246	161.239
KM236245	164.302
AB937974	7.679
KM272358	41.88
KM236237	178.171
KM000061	19.353
KJ944830	20.209
KM458633	59.578
JX415536	77.315
JX415535	69.855
AB967974	47.8
KP202969	49.714
FO818745	115.154
KP208803	36.595
KP202971	81.541
KP202970	48.216
KP233880	45.626
KF806588	75.568
KJ803031	74.806
KM044272	77.327
KJ135004	72.583
KM233689	37.359
KJ722067	29.741
JN371769	172.879
KM983334	38.243
KM983333	47.02
KM983332	35.703
KM983331	38.243
KM983330	47.02
KM983329	46.895
KM983328	36.712
KM983327	42.158
KM612265	39.782
KM612264	39.53
KM612263	39.53
KM612261	39.53
KM612260	39.542
KM612259	39.725
KJ545483	41.476
KJ572845	41.569
KJ572844	44.395
HG796221	42.112
KM514685	74.806
KP063541	35.814
DQ386162	30.664
AY657002	52.491
KP007362	171.541
KP007361	170.822
KP007360	170.336
KP007359	170.473
KF981876	95.702
JQ267518	43.804
HG793132	42.409
KJ668714	168.47
KJ725374	40.086
KF925357	166.977
KM974184	73.05
KF929199	92.417
KF620435	71.629
KF547926	21.184
KM253764	38.646
KJ094032	55.073
KJ094031	135.764
KP037007	162.16
KP025626	39.167
KM882824	33.756
KJ832078	38.742
KJ010489	42.597
KJ528544	18.899
HM640230	16.748
KM672662	98.17
KJ743987	50.827
KM657822	88.403
KJ716335	155.346
KJ159566	39.078
KF623293	77.837
KF591601	41.51
KF550303	148.567
KF598856	44.459
JX901189	47.724
FR719956	74.704
FR682616	74.583
KM389210	49.418
AB931172	6.386
KJ801817	145.518
KF692088	37.372
KM289195	37.976
KJ018214	40.161
KJ018213	49.64
KJ018212	43.51
KJ018211	139.004
KJ018210	42.252
KJ018209	133.824
KJ997912	5.386
KJ888149	141.907
KF971864	61.035
CP008753	37.631
KM507819	348.532
KM581061	59.601
KJ608189	50.014
KJ608188	40.286
KM091444	30.862
KM091443	31.841
KM091442	31.945
AM265639	41.593
KJ173786	59.254
KF534715	55.098
KC430106	159.59
LK985322	54.295
LK985321	32.651
HG796225	33.596
KM407600	169.062
KM373208	134.369
KJ847052	34.773
KM233261	42.092
KM247287	40.981
KJ564038	29.616
KJ564037	32.975
KJ603229	62.699
KF156339	176.044
KF156338	189.311
JN371768	176.043
AB983711	43.745
KM216423	140.807
KM233151	44.332
KM199771	45.718
KM199770	156.446
KM224879	50.44
KM224878	50.25
KF728385	41.687
CP003186	41.938
AB920995	44.36
KJ804259	93.794
KJ473423	42.654
KJ473422	99.73
AB981170	8.956
AB981169	40.002
KJ668715	113.482
KJ858521	53.744
HQ317387	74.485
KF475786	36.838
KF356199	169.223
KJ417497	41.323
HG799497	38.392
HG799496	39.36
HG799490	39.965
KC012913	140.903
JX126920	64.756
JX120799	38.275
JX126918	135.281
JX126919	65.132
KJ094020	67.15
KJ094033	133.048
KJ094030	135.831
KJ094029	135.279
KJ094023	43.767
KJ094022	41.156
KJ094021	66.676
AB910602	7.325
KJ564036	32.799
JX976549	43.665
KF771239	45.746
KF771238	46.44
KF771237	46.847
KF771236	46.719
KF554508	138.658
KF301602	155.997
KF381361	194.701
KC595279	43.301
KC595278	42.906
JX013863	45.242
HQ317384	40.931
HQ332142	40.929
KF669663	81.656
KF669662	164.297
KF669661	80.382
KF669660	39.844
KF669659	49.836
KF669658	77.792
KF669656	40.739
KF669655	39.874
KF669654	154.701
KF669653	156.338
KF669652	156.648
KF669651	49.246
KF669650	56.789
KF669649	146.193
KF669648	50.354
KF669647	165.238
JX100809	219.216
JX100810	279.967
JX100811	221.828
JX100812	218.929
JX100813	215.71
JX100814	223.72
JN882285	358.663
HQ317393	247.511
KF676640	28.452
KF302037	45.035
KF302036	38.208
KF302035	35.33
KF302034	129.439
KF302033	37.211
KF302032	37.73
KF800937	42.542
KF322026	42.544
KJ567043	90.46
LK392619	19.741
HG818824	39.651
HG818823	39.207
KJ596420	42.6
KF562341	167.318
KF562340	71.778
KF192075	71.248
FM164764	28.096
KJ817802	44.844
KJ591605	136.589
KJ591604	132.541
KJ586795	136.468
KJ586794	138.036
KJ451625	152.778
KJ433974	70.667
KJ433976	71.058
KJ433975	71.565
KJ410133	44.306
KJ028219	50.781
KJ192399	66.316
KC013029	28.015
KC013028	28.336
KC013027	28.022
KC013026	28.427
KC013025	28.193
KC013024	25.74
KC013022	26.752
KF766114	148.317
HG315669	7.648
HG007973	7.069
KC954775	182.145
KC954774	149.162
KJ535722	138.036
KJ535721	131.952
KJ140076	41.941
KJ567046	68.386
KJ507100	51.09
KJ507099	40.472
KF767351	38.269
JX507079	59.363
AB930182	152.069
KJ621082	75.028
KJ538722	53.746
KJ668713	47.112
KJ025957	167.266
KJ619459	6.446
KF751797	36.991
KF751796	35.459
KF751795	35.417
KF751794	36.734
KF751793	37.94
AP013057	43.378
KC465901	42.084
KC465900	39.921
KC465899	147.284
KC465898	34.892
KJ534580	82.438
HG803181	33.828
KF765493	43.766
KJ127304	41.257
KJ127303	55.726
HG798806	45.55
KF981875	65.729
KJ489013	55.584
KJ489012	54.173
KJ489011	53.513
KJ489010	54.452
KJ477077	37.38
KC556898	38.253
KC556897	41.142
KC556896	38.253
KC556895	38.253
KC556894	41.142
KC556893	38.253
KF626668	55.601
KF626665	56.147
HG531805	54.279
KJ502657	44.541
KJ419279	56.702
KJ194582	67.383
KJ021043	35.56
JX080304	148.243
JX080305	147.59
JX080303	148.481
JX080300	145.647
KC959568	46.978
EU418428	145.542
KJ174317	152.46
HG428758	41.143
KF787095	72.329
KF787094	73.659
KF856712	45.344
KC481682	168.876
JQ809663	33.525
KJ433973	71.565
KJ395778	41.529
KF296718	38.772
KF623294	218.339
KF296717	43.278
KF021268	139.928
KC542353	39.94
KC787107	39.318
KJ101592	173.276
KF981730	76.184
KF811200	43.05
HQ698922	166.687
HG424323	48.8
CP002495	30.505
GQ866233	43.97
CP000315	38.092
CP002889	40.758
KJ003983	99.915
KF669657	39.874
Z18946	52.297
AB903967	142.094
KF986247	69.099
KF854250	47.283
KF772234	43.017
KF772233	43.015
KF056323	8.176
KC131025	4.062
KC131024	4.2
KC131023	4.334
KC131022	4.07
KC131021	4.129
HG518155	45.696
HG322870	48.775
JX483881	115.042
JX483880	45.962
JX483879	43.619
JX483878	53.721
JX483877	50.426
JX483876	53.018
JX483875	45.912
JX483874	46.486
JX483873	43.444
AB720063	43.87
AB720064	42.963
JX649100	68.91
KC131130	236.053
KC131129	246.964
JF900176	40.128
KF614509	109.558
KF147927	46.145
KC801932	176.227
KF183314	46.243
KF183315	43.454
KF733017	40.692
KC960489	95.705
KC710998	51.821
KF322032	33.628
EF177456	42.572
KC862297	93.198
KC862296	88.097
KC862301	88.135
KC862298	92.495
KC862295	88.255
KF208639	163.019
JX238501	149.844
AY766464	42.073
KC853746	41.604
KC342645	43.458
KF192053	57.081
AB472900	88.322
AB863625	40.471
JX274647	42.902
JX274646	43.305
HG380752	41.757
JX997978	42.957
KF700371	39.86
KC579452	47.285
KC295538	348.113
JX880072	42.313
KF598865	42.48
KC814930	39.758
KF279414	52.282
KC677663	42.902
HE956704	36.566
JX501340	42.874
KF562865	42.749
KF562864	42.665
HE681887	24.893
JX094499	59.407
JN790865	162.596
HF563658	37.375
AB854109	44.578
KC139520	72.098
KC139517	72.394
KF589919	43.394
KF361475	34.145
KC330679	49.425
KF010834	41.294
HM072038	39.318
KC736978	41.475
KF188458	14.319
JX316028	243.05
KC330684	49.259
KC330683	50.161
KC330682	49.492
KC330681	49.362
KC330680	49.458
JX570714	29.266
JX570713	29.2
JX570712	29.464
JX570711	29.512
JX570710	29.467
JX570709	29.377
JX570708	29.453
JX570707	29.451
JX570706	29.443
JX570705	29.514
JX570704	29.511
JX570703	29.503
JX570702	29.14
KC911857	38.689
KC911856	38.689
HQ634187	40.658
KC237729	39.108
JQ780163	39.481
HQ634178	171.407
HQ317292	175.43
HQ317291	175.419
HQ317290	175.43
JN811560	37.84
CP000711	40.207
HQ317390	104.936
KC333879	43.017
KC206276	70.912
KC690136	136.91
JN673056	156.628
GU071107	45.89
JX846612	134.643
KF024728	48.228
KF114880	89.607
KF114879	87.308
KF114878	47.417
KF114877	87.887
KF114876	86.537
KF044310	5.486
KF044309	5.486
JX409895	43.028
JX297445	41.546
JF501022	49.797
KC677662	59.254
KC751414	43.882
KC685370	27.19
KF055347	87.712
KF030445	47.343
KF208315	167.785
KC139521	29.742
KC139519	59.746
KC139518	42.215
KC139516	46.698
KC139515	59.245
KC139514	59.815
KC139512	59.454
KC139511	41.873
AB823818	38.099
KF148055	43.447
AB828698	8.576
HE962497	58.305
AP013029	155.631
GU557055	55.282
JX564242	31.106
JX567312	30.91
JN175269	26.499
KC117378	32.189
AB259123	9.004
KC182552	32.382
KC182551	29.631
KC182550	30.961
KC182549	30.778
KC182548	30.796
KC182547	28.674
KC182546	31.09
KC182545	30.674
KC182544	27.302
KC182543	29.247
KC182542	32.337
AB434711	8.929
JN255163	34.719
HQ634195	138.234
HQ632860	40.557
KC581799	50.47
KC348604	35.373
KC348603	49.973
KC348602	34.367
KC348601	36.128
KC348600	38.539
KC348599	42.703
KC348598	33.516
KC413988	38.94
KC413987	35.598
KC438282	69.278
KC438283	68.964
JF974315	37.378
JF974314	53.102
JF974313	37.324
JF974312	47.552
JF974294	47.624
HQ332141	39.784
HQ332138	37.644
HQ317383	171.797
JN116825	51.342
HQ632825	252.013
HQ337021	179.063
KF005320	104.036
KF005319	100.619
KF005318	101.724
KC172839	45.942
KC292029	103.257
KC292028	54.291
KC292027	102.105
KC292026	143.855
KC292025	49.107
KC292024	52.643
KC292023	35.722
KC292022	76.134
KC292021	69.048
KC292020	74.519
AB746912	37.159
AB711120	50.861
JX094501	42.652
KF005317	103.91
KC960671	38.209
JX658790	42.185
HE983845	92.777
HE983844	45.469
KC013023	25.865
KC013021	26.769
KC736071	53.359
KC701493	53.369
KC699836	146.698
KC462197	35.43
KC832325	21.248
KC787112	38.967
KC787111	39.869
KC787110	39.981
KC787109	40.733
KC787108	39.52
KC787106	51.214
KC787105	46.639
KC787104	40.429
KC787103	40.017
KC787102	47.198
KC787101	50.036
KC618393	14.847
JQ957932	45.572
JQ973847	41.392
JX296113	58.104
AB767244	42.746
AB757801	41.684
AB757800	41.549
KC522412	30.692
JX912252	50.552
JQ957925	37.432
GU233956	39.077
HM114277	142.563
HQ331142	160.221
JX174275	46.048
KC252997	28.072
JX173487	40.192
DQ832317	137.947
JF974308	39.573
JF974307	40.231
JF974293	171.744
HQ634188	45.73
JF974296	76.802
JF974295	40.803
JF974292	179.98
HQ634196	76.718
HQ634194	76.705
HQ634193	192.497
HQ634192	79.114
HQ634191	177.103
HQ634190	175.596
HQ634189	178.807
HQ634157	126.434
HQ634156	129.155
HQ634153	40.695
HQ633071	208.007
HQ632859	56.958
HQ632858	39.398
HQ632857	38.987
JF974286	38.327
HQ634177	198.013
HQ634176	178.75
HQ634175	177.211
HQ634174	180.977
JX863101	45.517
JQ797329	133.057
JF974321	38.834
JF974287	46.917
HQ332136	37.328
HQ317392	44.557
HQ317391	232.883
HQ317386	38.374
HQ317389	45.728
HQ317388	44.892
JN116827	46.586
JN116826	48.072
JX094431	158.621
JX846613	131.332
JX944686	27.431
JX879087	37.282
JX560968	86.231
HQ316582	107.218
HQ316581	33.277
HQ316580	57.611
HQ316579	135.982
KC107834	41.796
HQ337022	47.325
HQ332140	44.945
HQ332137	46.198
HQ316584	46.997
HQ316603	182.368
HQ316583	182.801
JX202565	42.633
KC117377	102.319
KC117376	68.527
JQ340389	111.506
JX509734	38.389
JQ691611	151.924
JQ691610	38.689
HM559717	41.824
HQ634152	47.039
HQ332139	42.257
GU595417	43.931
AP012341	47.252
KC294142	43.895
KC237308	5.475
JF974289	171.211
JF974288	171.211
HQ317385	168.327
JF966203	153.962
HM144387	156.897
AF399011	280.334
JX434033	36.429
JX434032	36.947
JX434031	37.095
JX434030	37.74
HE861935	45.606
JX681814	37.637
JF461087	83.331
JX000007	37.26
AF338467	46.675
HQ163896	127.188
JX866719	48.814
JX875065	137.031
JN882267	9.694
JN882266	8.549
JN882265	8.77
JN882264	10.656
JX676771	42.689
JX878496	157.834
JQ182736	45.805
JQ182735	47.288
JQ182734	42.78
JQ182733	44.12
JQ182732	39.578
JQ182731	37.595
JQ182730	44.375
JQ182729	40.029
JQ182728	44.51
JQ182727	41.567
JQ182726	38.759
JQ086373	38.964
JQ086371	45.366
JQ086370	40.71
JQ086376	47.09
JQ086369	41.468
JQ086372	39.026
JQ086374	40.155
JQ086375	43.741
JQ086377	41.528
JX625144	3.405
JQ031132	136.947
JX556418	78.751
JX872508	38.513
JX889246	50.348
JX878671	141.836
JX880034	72.57
JX867715	77.448
JX536493	169.158
JX403939	49.381
JN882287	178.193
JN882284	147.94
JX486088	80.617
JX486087	38.002
HE981739	179.839
JX556417	41.351
JX561091	147.737
HQ225832	49.219
JX560521	43.216
JX442241	67.17
JN986846	167.396
JN986845	46.054
JN986844	43.731
JX145342	31.674
JX145341	48.396
JN871591	59.203
AB560486	64.144
JN882286	76.631
JX495043	38.232
JX495042	39.552
JX495041	39.014
JX181829	159.624
JX181828	157.235
JX181825	158.099
JX181824	147.745
JX181823	22.518
JX181822	64.108
JX181817	14.85
JX181816	18.103
JX181815	21.805
JX181814	22.444
JX182369	50.255
JN700520	44.714
JN700521	40.917
JN700519	40.071
JF270478	35.725
JX306041	162.327
JQ341413	33.594
JN712910	93.839
JN654439	158.305
JN797798	154.371
JN797796	162.598
JX195166	122.024
JN672684	51.543
JN984867	44.077
AB712291	53.996
HM368260	45.159
JQ966307	3.525
HE664024	60.894
JQ965645	103.299
JX123262	231.743
JN377894	160.646
JX409894	41.66
JQ312117	69.391
JX163858	205.504
JX194238	72.321
JF946695	52.474
AY730274	40.793
HM997020	166.452
JQ801337	38.682
AP011113	167.435
HQ110084	29.564
JN192401	42.123
JN192400	43.581
JF832915	37.151
JQ340088	167.292
JX131330	61.167
JX006077	94.87
AP009390	142.072
JQ837901	44.4
JQ686190	139.806
JF734911	24.645
JN662425	61.847
HE815464	182.833
JQ867100	31.766
JQ867099	44.988
JQ823123	35.652
JQ823122	35.7
JX233784	266.743
JQ617284	26.836
JN377895	161.978
JQ659259	26.201
HE956711	167.063
HE956709	168.809
JQ764988	5.386
JX193904	40.923
JX128259	166.783
JX128258	66.854
JX128257	157.308
JQ762257	36.847
JQ177064	44.485
JQ177063	43.551
JQ177062	45.354
JQ177065	48.454
JQ177061	44.492
HE614282	42.932
HE614281	42.784
HQ316604	81.184
HQ396194	49.329
GU903191	41.666
GQ900512	10.726
JQ764990	5.386
JQ764989	5.386
JQ764987	5.386
JQ764986	5.386
GQ451696	29.508
GU071093	45.135
GU071091	39.778
GU071090	105.532
GQ915271	26.877
GQ452243	42.822
JQ809650	38.889
JQ446452	49.39
EU272036	36.632
JN991020	40.058
GU071104	47.536
EU876853	47.453
EU734174	38.841
EU734173	41.181
EU734172	39.252
EU734171	39.816
EU734170	38.677
JN564907	58.065
JF939047	42.832
GU071102	47.741
GU075905	183.806
GU071108	174.285
GU071106	175.23
GU071105	191.195
GU071103	182.18
GU071101	181.044
GU071099	176.428
GU071098	232.878
GU071097	176.184
GU071096	179.563
GU071095	190.789
GU071094	174.079
CP000917	111.382
JX104231	62.952
JN849462	246.421
EF437941	164.27
CP000625	48.674
CP000622	37.446
CP000624	36.69
CP000623	35.741
JQ780327	39.974
JQ692107	76.35
JQ007353	43.221
JQ806764	49.116
JQ806763	39.783
AJ006589	41.491
JQ965703	38.288
JQ965702	39.415
JQ965701	38.284
JQ965700	37.714
AJ972879	262.391
JN191664	41.992
AY939843	45.176
GQ141189	40.36
JQ729992	18.078
JQ729991	17.972
JQ729990	18.397
JQ307387	42.844
JQ307386	42.966
JN022534	49.981
JQ660954	33.609
FJ409640	38.497
JQ691612	149.273
JQ768459	280.538
JQ619704	41.164
JQ062992	44.401
HE806280	46.387
JN880423	43.788
HE608841	47.159
JQ779024	43.786
JQ779023	45.552
JQ740814	32.275
JQ740813	32.384
JQ740812	31.773
JQ740811	32.345
JQ740810	32.249
JQ740809	32.275
JQ740808	31.774
JQ740806	32.242
JQ740803	32.242
JQ740802	32.583
JQ740801	32.18
JQ740800	32.241
JQ740799	32.239
JQ740798	32.276
JQ740797	32.048
JQ740796	32.052
JQ740795	32.545
JQ740794	32.275
JQ740793	32.277
JQ740792	32.546
JQ740791	32.581
JQ740790	33.178
JQ740789	32.023
JQ740788	32.582
JQ740787	32.414
JQ740807	30.876
JQ740805	31.772
JQ740804	31.772
JQ246028	47.595
JF917095	21.592
JN254801	44.789
JN254800	66.116
HM452126	225.268
EF116926	36.019
JN968479	30.578
JQ513383	345.809
JF731128	58.619
HQ201307	39.012
HE600015	152.427
JQ011318	60.523
JQ011317	44.784
JQ011316	24.084
JQ347801	57.198
JN800508	18.919
JN939332	38.253
JN939331	41.148
JF713456	81.509
HQ377373	38.997
HQ377372	40.048
JQ362498	219.372
HQ259105	72.917
AB572858	6.856
AF323673	15.179
AF323672	14.51
AF323671	14.957
AF323670	36.949
AF323669	41.834
AF323668	35.538
B4PORFSX	10.17
JQ408219	7.288
JQ288021	47.355
HM770079	34.117
JF912400	49.116
HM452125	163.875
JN651747	41.572
HM624080	34.553
FJ965538	37.184
JQ066768	40.489
JQ010983	21.592
JQ245707	161.44
JN882298	42.608
HQ698895	69.42
HM480106	30.332
GU936715	33.004
GU936714	72.332
JN600672	74.155
JN627160	284.757
DQ320509	38.239
JN808773	37.374
HM246724	24.608
HM246721	51.534
HM246723	14.701
HM246722	27.985
HM246720	53.237
HQ201308	47.611
JN585957	60.714
HQ711985	54.024
HQ711984	49.135
HE584812	36.814
JN391180	38.684
GQ153922	5.577
AY583236	18.855
AY583235	23.3
HQ683709	95.299
HQ259103	157.95
JN797797	156.176
